A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,Class
2,5,30,21,11,33,13,16,9,18,11,3,42,16,27,36,14,29,7,45,29,5,28,49,18,33,23,37,48,27,49,2,24,16,4,45,36,12,1,48,45,3,4,15,49,18,30,38,15,42,18,C
2,5,27,10,29,23,43,37,7,20,16,17,45,38,28,35,38,20,13,11,4,35,43,46,35,47,36,40,18,39,45,4,29,38,19,18,37,26,44,33,47,28,12,34,31,50,13,24,14,2,8,C
2,5,34,36,24,31,12,28,4,37,20,25,5,20,18,19,1,4,37,34,18,6,42,18,19,14,27,43,15,28,27,20,20,1,31,8,48,13,17,36,11,44,32,11,47,22,4,31,6,35,9,C
2,5,34,16,16,7,48,19,49,50,43,47,1,42,33,37,21,43,47,29,40,9,43,38,40,47,48,29,6,16,36,9,30,25,42,24,13,33,18,2,33,39,7,14,27,26,44,17,37,16,34,C
2,5,39,48,49,5,11,9,20,4,44,16,10,44,40,3,42,10,19,48,3,36,40,24,42,43,23,6,50,25,9,22,50,47,41,23,48,3,7,35,8,21,19,17,48,41,29,15,40,38,28,C
2,5,35,28,36,8,47,33,30,5,20,41,38,27,18,10,28,11,17,25,45,28,2,43,27,43,4,27,36,9,8,42,13,50,20,32,21,21,34,37,33,8,26,3,8,21,41,1,45,8,30,C
2,5,9,45,8,39,8,41,24,41,9,42,34,43,27,39,42,38,18,22,7,48,36,28,8,39,30,10,16,12,9,31,49,1,28,25,31,36,11,8,14,9,32,19,27,31,7,46,8,38,13,C
2,5,42,39,36,41,11,31,12,37,15,24,12,29,29,13,24,34,2,44,37,41,47,49,10,41,48,22,21,4,34,22,45,20,2,13,39,24,44,38,28,32,10,35,3,33,38,18,25,42,33,C
2,5,35,41,19,45,10,22,4,15,30,14,8,35,29,39,47,19,26,42,45,11,20,29,14,7,36,45,13,8,13,14,44,43,4,28,10,28,10,34,20,44,35,39,1,44,34,32,34,48,28,C
2,5,15,45,23,36,38,41,1,6,3,45,29,32,36,2,7,42,27,42,50,1,27,39,20,34,9,11,50,27,8,47,23,15,6,35,40,31,7,18,48,11,38,9,19,11,27,35,26,40,23,C
2,5,48,26,46,47,30,8,27,34,43,25,16,6,35,24,43,41,36,12,31,42,35,14,31,23,18,39,23,16,3,32,11,13,10,18,4,44,11,9,39,41,26,17,6,35,45,7,50,41,3,C
2,5,29,7,8,41,9,30,12,29,13,12,13,28,25,8,13,23,31,13,37,46,34,27,20,26,45,24,8,14,47,26,39,48,48,36,11,20,13,31,45,44,5,22,29,30,27,3,30,21,47,C
2,5,50,29,28,23,45,24,38,29,39,24,31,10,14,33,26,27,7,21,42,37,39,28,7,40,18,30,43,41,48,41,32,2,46,18,31,17,47,40,13,31,27,6,29,27,14,44,43,1,39,C
2,5,3,9,40,25,48,13,44,26,21,14,3,46,37,35,46,48,9,37,48,10,14,44,24,26,11,20,22,9,21,12,12,17,42,33,24,32,31,28,36,17,11,31,1,49,27,37,35,24,18,C
2,5,13,38,28,3,32,5,18,16,33,42,12,33,18,19,6,37,15,18,46,20,14,18,49,8,39,40,23,48,25,48,41,49,25,44,46,44,26,15,41,31,9,37,50,15,32,14,44,30,33,C
2,5,8,41,12,9,16,14,10,28,19,48,7,38,15,24,16,16,41,23,44,24,23,41,6,1,44,21,43,15,18,7,44,50,20,12,50,44,4,41,28,43,22,42,7,11,9,22,13,45,12,C
2,5,6,14,33,19,18,32,28,2,20,7,20,18,11,48,11,21,26,1,17,10,11,34,17,34,23,13,47,13,48,20,40,22,23,34,33,44,45,37,29,35,38,44,15,17,18,27,21,12,44,C
2,5,2,48,40,5,1,23,14,47,1,12,11,14,41,17,33,48,10,43,1,14,40,14,10,3,6,6,36,7,29,34,2,48,7,5,23,34,37,7,24,12,23,21,41,47,30,15,1,48,3,C
2,5,37,40,36,6,7,5,7,10,15,13,36,27,14,49,28,37,12,44,18,43,32,20,27,34,33,43,43,46,35,6,45,37,20,50,11,16,45,12,27,36,3,14,45,49,33,23,13,4,16,C
2,5,40,49,42,44,23,22,24,49,43,18,5,26,46,41,22,15,10,35,32,42,32,24,5,11,40,31,29,20,49,45,10,9,26,36,50,35,4,3,13,16,49,31,28,39,37,40,42,5,36,C
2,5,28,24,6,18,41,21,50,14,25,20,27,23,4,39,34,14,2,20,19,47,40,12,17,21,41,9,30,21,3,20,12,47,50,33,27,26,4,17,6,45,26,27,32,18,3,18,29,29,40,C
2,5,45,28,7,9,30,11,34,21,35,22,16,28,2,34,36,24,2,10,23,46,47,35,24,12,46,4,7,16,5,15,48,44,9,21,21,18,24,3,9,42,28,44,20,39,33,21,19,49,4,C
2,5,8,10,30,33,3,44,31,45,41,22,34,24,29,3,19,45,40,50,29,18,2,1,32,19,1,2,14,13,4,31,32,47,36,31,31,50,44,42,19,16,35,46,37,4,13,50,4,41,35,C
2,5,42,15,15,30,44,44,22,43,46,22,24,1,6,45,20,45,10,28,39,41,47,45,21,25,28,8,19,28,10,13,11,13,30,33,50,27,44,32,45,20,41,38,33,49,4,3,31,4,17,C
2,5,23,28,30,6,22,19,10,41,42,42,29,42,19,3,23,32,36,45,18,30,3,15,48,50,41,6,44,43,8,6,41,10,19,11,7,20,30,25,21,25,43,9,46,48,36,17,8,36,48,C
2,5,44,43,31,49,28,8,21,16,33,36,22,47,8,15,7,32,39,18,29,12,26,38,38,38,4,31,31,46,43,21,31,1,46,35,19,44,20,40,11,39,24,16,41,18,50,23,50,4,43,C
2,5,4,7,41,19,38,14,35,11,9,15,28,14,23,37,18,11,24,20,7,27,27,18,46,47,43,4,42,35,46,41,25,28,35,22,18,39,9,8,23,33,38,26,12,18,7,13,26,25,33,C
2,5,17,28,2,17,26,29,50,31,2,4,49,6,8,18,25,32,12,32,48,34,47,3,19,45,16,11,47,8,17,37,12,43,36,14,10,9,4,23,27,44,1,9,27,32,8,30,35,29,35,C
2,5,15,11,9,8,13,43,16,40,16,43,4,7,5,22,39,36,50,25,47,40,9,25,21,46,1,6,46,44,36,38,26,37,11,45,41,4,18,33,17,1,39,43,17,30,34,50,40,25,37,C
2,5,20,50,22,34,23,12,40,36,39,33,3,29,16,26,39,13,3,43,47,24,41,16,16,43,41,28,38,32,15,19,19,1,33,21,27,7,33,21,45,50,30,48,42,26,20,17,32,9,26,C
2,5,46,17,23,10,13,37,43,7,11,21,41,18,25,1,6,43,46,9,35,29,37,25,25,33,10,24,39,8,43,46,33,3,3,8,22,13,5,32,33,17,39,31,16,12,9,4,36,29,14,C
2,5,16,33,37,29,10,14,41,29,6,35,17,45,37,13,30,32,1,44,33,2,18,29,42,48,33,25,33,42,37,23,36,19,19,13,1,7,3,6,7,41,28,32,27,48,7,30,35,7,36,C
2,5,12,5,7,50,6,40,26,4,46,30,45,14,22,42,38,37,50,2,48,27,13,27,5,50,13,25,15,16,24,46,35,11,49,30,25,30,49,15,38,45,42,18,40,6,17,2,19,12,45,C
2,5,41,22,3,38,33,42,41,46,27,11,9,2,6,14,19,35,7,45,3,2,29,39,17,46,41,45,43,4,23,41,43,24,30,11,7,43,49,14,13,8,29,18,15,29,20,1,35,45,11,C
2,5,3,9,12,48,12,20,7,36,39,26,19,36,47,25,8,44,2,42,6,3,48,18,37,11,12,49,46,47,50,15,36,47,37,7,8,29,35,19,46,50,18,37,37,19,28,2,29,19,46,C
2,5,28,36,5,9,43,10,35,28,19,23,6,36,37,5,38,35,45,21,11,10,24,26,49,6,14,11,28,26,1,46,28,32,6,46,38,24,19,6,34,47,4,8,6,41,7,12,2,11,16,C
2,5,36,50,13,39,43,19,16,23,39,23,24,11,6,6,6,13,8,29,37,8,48,46,4,24,21,29,20,37,36,25,8,39,45,10,13,50,45,7,15,27,43,38,39,16,47,19,43,7,34,C
2,5,35,4,20,21,38,27,20,34,18,46,24,27,46,38,29,46,26,23,26,45,27,9,40,14,48,33,33,31,2,50,34,36,2,27,17,1,39,22,48,2,47,24,20,17,39,39,34,43,5,C
2,5,21,47,4,3,11,47,17,47,20,14,40,40,13,37,13,4,10,13,25,42,28,20,36,3,20,40,16,22,48,34,19,19,2,39,36,32,27,21,44,16,1,36,14,40,34,43,37,18,7,C
2,5,8,26,6,25,36,10,43,6,20,12,9,33,50,15,17,32,40,34,41,26,31,15,29,8,31,39,7,14,7,44,5,50,45,49,27,50,15,12,7,4,26,17,49,45,49,22,40,19,39,C
2,5,42,43,5,4,29,23,24,29,28,26,3,3,21,26,5,32,5,38,44,14,41,50,31,8,10,44,47,14,33,36,36,4,8,15,21,31,4,37,34,1,15,19,17,21,39,15,37,34,29,C
2,5,44,7,13,7,46,33,21,37,27,48,3,44,47,44,49,50,6,26,27,22,40,15,29,26,2,27,47,41,46,7,32,8,27,30,35,32,29,48,39,42,21,18,27,29,10,18,11,28,12,C
2,5,37,38,37,29,11,4,10,47,32,38,13,14,33,10,5,43,35,31,15,32,14,26,37,30,21,14,43,47,46,24,49,39,10,12,47,42,17,7,10,18,36,21,5,6,32,38,36,29,15,C
2,5,45,26,21,37,17,4,3,44,46,7,13,20,31,42,33,26,12,28,44,14,37,46,20,28,20,17,23,34,44,30,20,16,45,30,16,33,14,17,2,46,17,13,21,49,48,40,47,17,23,C
2,5,38,37,36,11,42,32,36,14,4,26,2,31,42,41,30,18,20,11,43,50,44,24,41,33,15,14,27,34,48,47,15,11,25,38,27,30,39,43,13,9,27,3,43,37,21,19,6,9,4,C
2,5,2,44,12,49,29,1,40,31,43,9,38,49,5,48,11,9,46,17,36,12,3,18,7,42,22,31,3,22,5,14,44,15,10,26,37,22,22,36,27,20,15,36,5,30,1,20,10,34,42,C
2,5,43,38,33,50,34,21,24,17,3,23,15,28,9,1,48,50,22,10,38,31,38,20,31,40,10,34,42,50,32,6,34,35,20,7,29,12,19,19,31,40,22,12,38,2,14,32,43,20,10,C
2,5,8,45,26,8,48,30,28,11,44,43,39,30,5,39,36,43,33,42,43,16,49,29,45,46,5,27,23,47,47,42,9,22,39,50,49,32,21,32,23,49,12,37,7,32,14,25,44,22,35,C
2,5,17,13,3,36,32,34,32,10,32,28,39,12,22,23,37,7,24,14,24,36,50,5,13,37,42,39,10,17,39,40,6,39,20,47,14,7,31,17,25,1,1,11,7,3,43,43,35,3,19,C
2,5,5,21,35,14,19,21,2,7,8,49,17,50,21,13,11,45,48,25,4,9,36,12,42,1,16,43,2,26,16,50,24,45,49,14,32,9,46,36,38,17,44,30,43,40,23,28,48,50,33,C
2,5,1,1,23,1,49,22,22,33,39,27,42,50,16,26,24,38,39,44,46,33,29,14,47,23,32,24,32,26,40,7,29,30,29,15,17,27,7,36,21,15,15,41,20,6,1,45,29,39,17,C
2,5,38,14,22,47,8,4,6,49,41,46,20,21,6,11,22,19,30,18,15,22,35,49,9,4,38,26,17,13,33,25,34,25,25,6,27,14,39,50,35,12,38,24,38,1,7,33,45,36,21,C
2,5,44,49,28,23,23,16,21,16,3,26,8,4,17,7,31,35,29,24,15,24,46,15,13,10,26,43,43,6,42,9,34,24,46,14,23,15,9,37,44,8,18,18,14,43,47,42,50,17,37,C
2,5,38,33,31,28,48,25,25,19,34,17,36,27,35,37,44,43,22,12,14,7,17,13,6,30,48,40,15,43,17,31,34,11,29,29,20,14,21,20,40,1,28,20,35,2,39,8,40,30,38,C
2,5,50,35,28,1,36,38,19,20,31,35,18,27,44,44,1,43,4,15,32,2,47,37,34,15,27,16,48,8,25,13,10,34,29,20,14,5,28,29,45,46,4,2,10,12,33,37,32,35,21,C
2,5,35,11,1,14,4,47,29,40,42,12,4,31,36,28,31,18,23,18,47,14,18,41,42,10,43,37,28,11,37,15,18,9,26,31,2,1,1,41,20,24,2,31,35,35,50,7,34,44,26,C
2,5,16,7,39,11,46,7,5,2,10,6,43,22,1,33,37,10,35,19,20,40,28,9,35,48,16,39,19,42,37,29,41,36,3,32,18,26,35,26,21,17,45,10,41,35,38,4,35,15,35,C
2,5,6,11,31,42,5,49,3,42,16,30,15,2,23,7,2,8,43,34,14,44,8,8,24,24,16,30,48,10,6,33,30,1,36,34,11,18,18,36,19,15,44,16,47,7,7,10,9,10,1,C
2,5,31,21,1,9,26,29,26,23,49,44,1,25,11,48,37,20,35,42,48,34,5,14,26,26,12,10,44,1,25,43,40,35,42,38,7,25,30,47,3,15,41,19,3,24,12,16,28,2,50,C
2,5,47,25,4,26,45,42,25,48,11,19,41,3,28,23,33,41,46,33,41,36,40,49,1,33,9,17,29,32,46,30,9,33,28,24,21,7,20,8,38,45,27,48,16,6,29,31,41,34,7,C
2,5,22,25,3,38,15,27,21,27,37,12,29,35,1,31,40,13,32,44,45,42,39,15,20,17,10,9,9,49,8,34,50,30,30,33,32,10,5,6,40,30,27,7,23,32,44,34,49,2,27,C
2,5,26,39,33,26,13,37,35,15,35,28,8,34,41,43,3,20,46,49,40,33,14,8,15,39,17,31,37,47,7,26,1,6,24,46,18,33,8,15,11,41,34,14,33,27,7,45,5,40,30,C
2,5,18,3,41,4,4,12,34,27,28,35,27,16,7,10,2,1,19,14,43,31,32,30,13,20,44,3,32,36,49,23,42,20,38,42,2,35,31,49,1,38,29,13,42,17,11,27,7,29,33,C
2,5,27,14,7,4,13,11,24,9,22,16,21,46,42,30,23,10,22,48,9,15,25,35,12,45,16,19,4,35,28,18,26,12,26,11,43,26,6,18,9,42,49,28,15,3,25,46,24,17,44,C
2,5,38,25,29,16,41,46,6,27,46,44,15,18,30,11,45,25,47,27,50,28,12,22,46,31,47,22,26,4,27,26,24,12,12,46,21,41,37,13,43,13,42,29,16,37,19,32,40,11,46,C
2,5,30,42,17,26,40,45,39,43,37,46,40,15,38,2,7,20,40,13,15,26,44,30,21,22,29,29,17,49,22,48,23,31,49,21,23,8,18,10,41,21,15,44,15,40,12,24,39,7,40,C
2,5,30,44,20,30,27,37,44,50,37,45,14,5,18,13,27,39,29,40,40,26,7,2,31,47,20,47,35,15,45,38,26,41,50,17,25,27,25,19,40,35,6,37,50,1,17,46,6,44,38,C
2,5,8,21,27,37,6,41,8,32,42,29,6,38,25,33,11,1,27,22,29,32,4,32,16,48,3,32,21,18,35,50,50,22,15,11,47,12,33,35,30,49,10,4,29,17,7,46,40,41,4,C
2,5,8,36,24,14,25,11,9,1,18,21,43,46,9,2,40,19,11,3,42,25,6,18,35,36,38,4,11,22,13,2,1,24,23,34,50,20,20,32,25,6,4,13,7,5,40,45,2,9,44,C
2,5,1,24,40,15,15,24,11,4,26,33,48,42,50,30,23,30,35,24,1,15,16,32,39,29,40,35,38,34,13,23,34,24,15,7,6,1,10,31,12,50,8,27,32,5,8,22,27,2,41,C
2,5,9,23,6,16,10,46,44,6,48,25,18,14,38,39,18,44,19,31,21,33,40,23,17,41,9,21,40,30,47,6,16,24,26,30,40,25,39,2,18,45,36,12,21,34,14,35,41,42,28,C
2,5,25,41,27,48,7,43,48,5,20,7,50,13,9,40,23,36,39,32,22,30,40,14,22,5,17,10,47,34,26,25,3,22,33,35,46,34,47,22,39,42,49,32,18,7,8,30,38,35,33,C
2,5,49,18,31,34,14,31,21,30,46,6,16,10,42,41,36,32,12,40,18,18,22,1,6,38,50,47,7,24,45,44,6,28,33,14,23,42,8,48,19,34,36,16,50,46,43,8,42,23,13,C
2,5,27,27,31,17,40,47,31,26,26,1,18,42,13,4,14,7,18,35,47,26,12,8,28,11,41,5,35,22,6,12,39,38,35,36,15,21,9,44,27,49,29,25,38,13,16,7,34,38,37,C
2,5,6,43,23,20,21,39,5,49,7,35,48,18,5,36,10,46,44,12,19,28,15,36,9,48,50,29,48,38,49,20,23,50,7,4,25,38,35,42,25,24,15,36,16,45,6,38,18,26,44,C
2,5,5,50,8,1,2,6,2,42,43,27,9,19,16,13,47,7,7,29,50,45,47,43,35,26,16,6,5,29,9,15,3,28,40,14,38,39,33,24,13,12,25,24,20,27,30,11,40,22,28,C
2,5,18,39,38,33,4,2,43,42,34,16,43,40,12,40,14,18,11,37,33,28,16,46,38,46,43,15,27,4,16,9,13,27,2,23,47,7,37,46,14,35,30,46,50,9,30,40,33,32,44,C
2,5,37,13,34,2,10,46,15,14,21,21,37,21,15,26,35,31,3,3,46,16,32,39,43,3,10,43,9,25,16,27,39,11,25,14,32,42,32,5,16,47,17,36,22,31,31,22,17,20,26,C
2,5,18,12,40,5,44,42,10,23,26,43,11,25,16,34,5,5,46,41,32,23,7,37,23,34,15,23,13,15,49,50,21,50,6,11,40,30,32,50,47,5,37,2,31,48,44,8,31,16,5,C
2,5,17,1,31,45,34,47,47,20,3,6,10,2,29,20,46,23,15,50,32,46,38,39,23,1,28,28,50,1,50,2,11,43,22,48,44,9,45,43,32,44,31,15,23,20,37,1,39,22,7,C
2,5,11,14,44,34,36,26,3,50,26,49,3,28,6,13,14,43,15,13,11,9,13,46,26,50,1,1,44,16,38,27,1,25,25,9,47,45,25,5,42,11,15,44,36,24,28,47,49,19,6,C
2,5,1,39,20,35,42,36,41,5,44,46,13,23,1,6,37,2,28,49,19,32,30,20,47,28,17,41,39,12,3,11,39,16,3,29,29,2,46,36,30,12,49,29,14,4,30,7,35,15,30,C
2,5,16,9,22,17,40,41,4,28,34,25,49,13,21,49,43,49,22,7,12,20,31,38,42,41,47,39,13,28,20,49,7,47,45,5,26,6,29,27,28,37,37,10,38,13,44,8,5,40,17,C
2,5,15,21,10,11,26,7,28,24,15,3,20,46,39,29,32,40,44,20,4,18,35,18,25,36,33,18,25,25,2,29,7,14,43,14,26,35,15,38,14,45,2,26,40,11,22,41,2,43,19,C
2,5,4,18,34,24,24,44,15,20,28,6,45,7,23,14,44,15,14,13,1,44,26,5,42,1,38,16,1,3,15,15,15,22,38,41,18,25,46,12,43,17,31,11,44,45,36,38,42,49,38,C
2,5,31,25,34,49,25,11,34,30,47,15,9,39,48,35,5,8,38,31,50,30,27,29,12,43,40,38,6,10,27,7,16,7,39,7,1,32,15,36,29,39,15,30,3,44,44,37,10,11,39,C
2,5,7,34,17,43,13,50,48,6,12,10,44,45,7,34,11,33,36,3,2,13,30,21,25,38,28,48,23,5,14,4,19,24,2,16,28,38,34,43,2,20,43,20,12,8,4,44,11,37,14,C
2,5,25,15,24,43,25,5,33,32,11,23,25,11,20,38,42,39,5,18,22,45,29,9,49,5,5,6,40,29,32,43,23,17,41,9,25,26,48,45,50,3,9,48,43,34,38,47,29,48,34,C
2,5,8,37,40,41,34,34,37,24,23,49,1,28,15,19,36,48,45,29,30,6,49,22,40,33,3,18,8,6,21,27,25,10,1,36,46,28,2,38,48,14,1,11,1,24,49,34,44,31,25,C
2,5,49,7,46,46,19,10,17,44,36,28,23,19,50,18,3,40,2,25,16,21,26,35,25,38,40,42,37,49,8,49,31,23,46,37,1,27,35,6,13,14,19,6,3,39,20,17,31,38,45,C
2,5,37,25,47,41,27,29,25,24,13,3,36,32,17,47,18,39,47,39,3,30,39,43,48,47,27,34,1,17,18,14,31,7,41,25,2,26,11,3,28,39,18,39,18,38,43,26,30,16,41,C
2,5,26,43,39,39,17,30,23,43,48,47,18,29,22,38,25,17,32,50,33,41,2,27,18,19,33,15,20,29,47,33,19,4,30,14,6,37,14,11,40,3,17,27,12,47,5,10,1,20,21,C
2,5,44,31,35,28,9,8,24,18,38,40,11,43,32,11,37,1,29,9,31,1,8,37,45,16,41,8,22,23,40,27,9,26,34,33,22,15,10,13,45,28,28,46,45,19,38,19,35,46,4,C
2,5,45,42,9,17,50,25,3,9,11,30,14,20,24,39,2,48,18,32,10,27,23,36,16,35,48,23,29,33,23,48,26,46,18,36,26,44,5,38,47,37,46,38,9,8,6,33,32,49,48,C
2,5,3,15,39,34,21,40,22,25,21,13,45,46,12,45,26,39,40,50,14,16,41,18,3,43,21,34,42,9,49,11,5,6,26,4,21,10,14,13,35,27,48,43,44,34,10,41,35,12,34,C
2,5,19,30,9,24,43,39,43,22,38,6,37,32,12,9,47,38,8,44,42,17,49,28,39,33,23,1,48,26,10,11,8,19,39,47,48,45,22,2,42,38,31,20,28,42,12,19,9,13,50,C
2,5,26,32,28,33,24,26,5,3,20,42,35,50,48,24,10,5,35,10,3,11,49,5,3,46,7,27,42,8,30,28,5,24,32,28,32,41,39,17,26,38,35,42,32,45,45,38,30,46,45,C
2,5,50,39,13,24,36,38,8,37,22,41,37,20,27,7,10,29,10,15,10,35,18,23,11,10,50,49,8,43,3,45,13,45,29,20,6,10,13,23,7,28,7,7,4,50,41,25,32,28,3,C
2,5,43,49,47,17,11,37,23,10,1,44,37,33,9,36,20,10,9,25,2,32,28,2,27,49,44,8,35,31,22,43,50,48,30,44,29,46,6,31,14,2,18,16,39,28,46,47,23,49,14,C
2,5,37,2,12,18,43,43,40,46,49,24,41,7,14,27,15,3,11,31,50,13,39,35,19,30,41,31,2,4,45,16,40,34,36,12,13,20,45,6,35,36,38,15,38,32,1,20,39,50,50,C
2,5,2,3,42,40,19,42,40,37,41,17,35,20,4,29,1,33,38,2,10,46,34,50,26,40,29,47,37,48,20,49,2,14,16,19,44,22,49,43,21,12,22,25,44,4,5,16,10,27,15,C
2,5,4,47,40,43,16,42,16,15,47,38,33,21,14,48,4,24,2,23,42,46,45,14,23,42,7,45,29,14,15,17,6,32,46,17,42,28,2,49,44,8,35,24,39,49,4,31,5,11,14,C
2,5,35,17,5,17,7,39,15,13,43,9,29,12,24,10,16,9,31,40,17,27,32,1,19,28,47,24,22,34,8,45,3,25,38,7,5,47,46,4,38,26,50,45,33,10,48,24,15,17,17,C
2,5,17,15,2,35,19,2,8,46,22,2,50,14,5,6,38,22,43,47,7,23,17,45,39,31,38,1,16,42,14,31,7,20,7,16,11,47,39,3,15,50,40,26,43,24,42,2,46,37,33,C
2,5,45,49,7,39,28,41,30,33,50,50,15,49,14,5,47,45,40,29,41,25,26,23,28,23,25,2,7,9,30,14,36,29,5,17,11,9,37,22,22,1,28,30,14,46,25,40,23,38,43,C
2,5,13,48,48,15,34,15,3,40,26,39,8,31,33,35,5,5,41,22,32,19,47,45,43,25,41,46,41,19,40,5,37,45,13,48,26,9,30,18,33,39,9,21,27,23,39,46,43,12,26,C
2,5,22,21,32,34,21,42,31,15,10,17,14,28,22,2,9,36,11,45,9,19,38,22,10,11,25,31,20,18,17,46,12,43,28,1,41,3,2,19,47,50,44,27,49,40,5,38,50,27,16,C
2,5,10,46,21,9,5,5,24,32,35,9,6,4,43,3,30,39,39,43,17,44,18,19,26,21,18,20,39,50,1,37,30,11,5,37,33,18,43,40,10,41,37,24,29,15,38,5,5,19,45,C
2,5,25,38,18,32,42,31,17,50,43,9,8,11,10,7,38,32,36,35,6,16,9,50,45,31,11,19,7,33,46,31,2,38,27,15,9,12,1,11,12,39,18,15,21,10,18,29,28,11,41,C
2,5,42,11,26,7,34,40,32,44,20,11,46,9,26,12,41,7,15,29,24,42,49,49,22,46,45,42,24,45,15,42,47,15,46,13,48,9,41,3,35,23,19,49,20,27,23,43,49,46,22,C
2,5,8,5,45,25,15,15,36,7,20,38,2,27,50,10,35,20,2,46,22,46,7,34,41,39,24,44,39,29,33,9,17,19,17,39,13,50,10,41,5,12,15,24,10,2,10,34,42,1,47,C
2,5,35,46,22,35,46,13,24,14,25,44,6,16,16,21,32,27,29,43,26,37,35,34,16,13,18,37,12,12,21,6,33,15,7,21,7,9,7,28,31,1,26,16,22,6,8,22,19,30,5,C
2,5,22,7,19,19,23,16,15,49,43,30,31,17,29,50,15,44,48,50,29,42,46,25,4,16,7,26,44,19,17,7,42,31,16,32,24,21,2,16,1,41,47,44,48,32,45,30,43,25,40,C
2,5,44,17,42,42,31,28,7,46,39,1,9,34,3,28,28,48,10,31,13,23,24,43,50,16,1,20,10,32,44,21,34,2,12,34,18,46,16,8,24,17,47,8,30,37,18,41,23,25,28,C
2,5,23,42,33,44,31,28,50,43,20,4,41,50,33,43,13,31,11,48,49,6,24,31,33,9,42,23,4,18,5,33,44,23,43,50,16,27,41,3,20,29,49,6,43,44,33,2,2,8,5,C
2,5,45,6,33,37,27,7,1,50,24,13,9,12,36,27,48,30,45,12,12,1,15,19,24,6,16,33,19,15,38,9,37,21,39,41,13,29,43,18,5,32,22,38,4,47,10,12,19,9,50,C
2,5,32,23,4,17,45,50,43,28,7,13,46,42,43,31,10,48,11,30,49,25,50,9,3,44,24,39,43,38,36,29,14,26,47,32,41,26,36,10,32,31,49,3,19,46,12,38,42,35,10,C
2,5,46,39,18,41,7,40,45,33,20,50,18,22,33,25,47,47,34,7,16,16,11,17,1,44,42,27,32,7,24,33,23,33,2,18,28,33,22,25,45,35,48,19,20,11,37,31,34,11,37,C
2,5,2,13,41,34,3,8,41,45,49,23,46,20,6,19,37,50,13,13,19,27,15,21,41,16,18,17,25,46,24,3,40,27,22,49,38,16,33,6,38,6,37,50,35,41,22,36,23,17,35,C
2,5,39,17,43,40,44,20,44,20,28,50,9,1,44,6,36,32,16,22,23,43,33,8,39,48,2,8,32,2,32,20,33,17,20,48,26,29,1,10,46,2,11,26,1,9,17,33,10,37,32,C
2,5,24,30,32,37,28,5,4,2,22,47,28,38,19,47,11,16,13,37,8,1,36,20,27,12,16,35,9,22,26,33,44,35,18,29,39,37,17,24,2,15,9,19,7,25,13,22,3,29,38,C
2,5,38,47,19,27,31,49,49,9,28,12,40,3,45,45,28,25,10,4,14,37,31,30,6,29,8,10,45,14,27,12,12,2,16,18,10,7,7,45,16,1,49,19,31,36,48,45,9,20,29,C
2,5,43,20,24,1,9,38,28,32,49,31,49,38,25,40,9,24,14,48,30,13,29,40,41,38,22,5,27,23,11,15,49,25,31,27,23,6,38,8,30,1,19,7,6,46,13,3,48,6,40,C
2,5,35,47,42,7,43,40,7,5,32,49,24,42,19,11,11,40,31,18,29,17,13,46,42,49,43,29,18,34,1,39,43,11,22,29,23,27,40,3,11,41,36,45,19,1,35,26,39,8,22,C
2,5,10,5,17,30,40,8,49,10,13,30,20,12,5,7,36,36,35,31,28,12,17,15,14,13,39,46,24,2,38,27,30,8,44,46,45,28,4,4,47,3,10,7,6,10,8,23,15,11,5,C
2,5,49,22,21,16,23,14,26,21,19,29,44,15,12,6,30,48,44,42,24,2,38,31,23,31,11,30,36,24,6,48,33,25,22,28,48,25,22,8,11,15,10,34,18,4,31,41,42,31,7,C
2,5,27,47,4,31,11,3,28,27,45,44,43,19,15,39,43,37,43,17,42,3,22,3,33,45,45,25,50,3,4,19,15,13,46,41,41,3,17,44,18,45,7,43,5,1,44,28,3,4,47,C
2,5,34,27,30,42,5,32,38,38,1,19,8,39,47,9,7,41,28,25,43,37,18,30,37,44,35,12,46,15,42,1,42,1,17,27,25,6,31,37,15,37,25,4,16,10,20,23,21,36,25,C
2,5,10,25,23,20,25,35,8,38,31,44,45,35,25,14,40,28,45,29,9,10,49,50,2,25,42,39,8,42,25,17,39,15,23,32,38,16,36,5,34,11,38,15,34,43,21,24,6,22,13,C
2,5,28,33,14,47,8,12,22,46,38,46,32,12,26,13,36,16,48,10,34,27,33,33,16,43,27,34,22,42,1,8,21,43,20,22,34,47,28,29,4,20,27,50,41,43,13,42,6,19,36,C
2,5,1,16,20,42,20,43,31,36,15,43,44,8,36,10,33,37,11,18,43,14,2,4,40,20,13,33,22,50,21,24,18,33,5,13,28,45,37,29,32,26,20,49,22,1,21,33,16,37,21,C
2,5,7,26,14,10,45,37,41,32,30,13,10,11,3,23,22,31,25,40,21,15,33,11,1,40,12,10,12,20,35,42,9,23,16,14,25,43,30,40,12,39,24,44,48,18,36,31,40,23,22,C
2,5,23,15,6,6,50,36,27,19,28,27,8,29,44,48,44,10,8,41,21,50,21,40,31,21,24,20,15,43,13,22,43,19,21,45,22,15,26,15,1,46,16,17,38,5,26,6,43,43,41,C
